Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Region,Ticket_ID
U7556,ACCT-010,2026-03-19 06:00:00+00:00,Database,AURORA-DB,"""8,917""",sec,891.7,ap-south 1,NULL
U7557,ACCT-012,2026-03-20 04:00:00+00:00,SaaS,Email-API,"""14,309""",sec,"""₹ 1,430.9""",eu-west-1,NULL
U7558,acct-009,2026/03/26 08:00,Storage,Cold-Archive,12706,seconds,1270.6,global,T-327
U7559,Acct-013,2026/03/15 20:00,SaaS,Auth-Service,2856,hrs,285.6,ap-south-1,NULL
U7560,ACCT-010,2026/03/11 04:00,Compute,VM-STD-4,9225,min,922.5,ap-south-1,NULL
U7560,ACCT-010,2026/03/11 04:00,Compute,VM-STD-4,9225,seconds,922.5,ap-south-1,NULL
U7561, acct-011 ,2026/03/16 08:00,Storage,s3-standard,"""18,046""",GB,1804.6,us-east 1,T-529
U7561,ACCT-011,2026/03/16 08:00,Storage,S3-STANDARD,18046,seconds,1804.6,us-east-1,T-529
U7562,ACCT-012,2026/03/15 08:00,Storage,ebs-vol,"""18,942""",seconds,1894.2,us-east-1,T-559
U7563, acct-011 ,2026/03/10 14:00,Storage,S3-Standard,6932,units,"""₹ 693.2""",us-east-1,NULL
U7564,ACCT-012,2026/03/11 01:00,Database,AURORA-DB,3866,seconds,386.6,ap-south 1,NULL
U7565,ACCT-012,2026/03/11 25:05,Networking,DataTransfer,5840,seconds,584.0,ap-south-1,NULL
U7566,Acct-013,2026/03/10 11:00,Database,AURORA-DB,10037,hrs,1003.7,global,T-618
U7567,ACCT-010,2026/03/12 00:00,Storage,s3-standard,"""101""",min,10.1,ap-south-1,T-642
U7568,ACCT-010,2026/03/27 21:00,Compute,VM-std_4,7537,sec,753.7,global,T-444
U7569,ACCT-012,2026-03-16 15:00:00+00:00,Storage,s3-standard,883,units,"""₹ 88.3""",ap-south 1,NULL
U7570,ACCT-012,2026/03/24 03:00,Networking,VPN-Gateway,1916,hrs,191.6,eu-west-1,T-515
U7571,acct-009,2026-03-24 20:00:00+00:00,Storage,s3-standard,14602,units,1460.2,ap-south 1,NULL
U7571,ACCT-009,2026-03-24 20:00:00+00:00,Storage,S3-STANDARD,14602,seconds,1460.2,ap-south-1,NULL
U7572,ACCT-010,2026-03-15 03:00:00+00:00,Storage,s3-standard,12062,sec,1206.2,eu-west-1,T-398
U7572,ACCT-010,2026-03-15 03:00:00+00:00,Storage,S3-STANDARD,12062,seconds,1206.2,eu-west-1,T-398
U7573,ACCT-012,2026/03/14 16:00,Storage,s3-standard,6421,sec,642.1,us-east 1,NULL
U7574,Acct-013,2026/03/13 16:00,Networking,VPN-Gateway,1116,GB,"""₹ 111.6""",eu-west-1,NULL
U7575,acct-009,2026/03/24 00:00,Database,Aurora-DB,5451,hrs,545.1,global,NULL
U7576,Acct-013,2026-03-30 04:00:00+00:00,Storage,Cold-Archive,10301,min,"""₹ 1,030.1""",us-east 1,NULL
U7577,ACCT-012,2026-03-13 15:00:00+00:00,Storage,ebs-vol,3751,GB,375.1,eu-west-1,T-711
U7578,ACCT-012,2026/03/18 18:00,Storage,S3-Standard,7287,units,728.7,ap-south-1,NULL
U7579,Acct-013,2026/03/10 22:00,SaaS,Auth-Service,5403,min,540.3,eu-west-1,NULL
U7580,Acct-013,2026/03/10 05:00,Storage,S3-Standard,18373,GB,1837.3,us-east-1,NULL
U7581,Acct-013,2026-03-20 06:00:00+00:00,Storage,ebs-vol,"""18,701""",sec,1870.1,ap-south-1,NULL
U7582,ACCT-010,2026/03/17 06:00,Database,Aurora-DB,18804,seconds,1880.4,us-east-1,T-967
U7583,acct-009,2026/03/21 17:00,Database,Aurora-DB,19271,GB,1927.1,us-east-1,NULL
U7584,acct-009,2026/03/26 06:00,Database,AURORA-DB,11266,seconds,1126.6,eu-west-1,NULL
U7585, acct-011 ,2026/03/28 08:00,Compute,VM-STD-4,6006,GB,600.6,ap-south-1,NULL
U7586,acct-009,2026/03/28 09:00,Database,NoSQL-Tbl,8483,GB,848.3,eu-west-1,NULL
U7587,ACCT-010,2026-03-27 00:00:00+00:00,Compute,compute-v2,7562,GB,"""₹ 756.2""",ap-south-1,NULL
U7588,Acct-013,2026/03/21 17:00,Database,Aurora-DB,"""18,090""",hrs,"""₹ 1,809.0""",eu-west-1,NULL
U7589,ACCT-010,2026/03/29 00:00,Compute,VM-STD-4,"""9,900""",hrs,990.0,ap-south-1,NULL
U7590,ACCT-010,2026-03-14 03:00:00+00:00,Compute,compute-v2,9838,hrs,983.8,global,T-149
U7591,ACCT-010,2026/03/23 18:00,Database,NoSQL-Tbl,19167,seconds,"""₹ 1,916.7""",us-east-1,T-613
U7591,ACCT-010,2026/03/23 18:00,Database,NOSQL-TBL,19167,seconds,1916.7,us-east-1,T-613
U7592,ACCT-012,2026-03-29 13:00:00+00:00,SaaS,Monitoring-App,5531,min,"""₹ 553.1""",global,NULL
U7592,ACCT-012,2026-03-29 13:00:00+00:00,SaaS,MONITORING-APP,5531,seconds,553.1,global,NULL
U7593,acct-009,2026/03/18 17:00,Storage,ebs-vol,8588,units,858.8,us-east 1,NULL
U7594, acct-011 ,2026-03-27 18:00:00+00:00,SaaS,Email-API,9567,GB,956.7,us-east-1,NULL
U7594,ACCT-011,2026-03-27 18:00:00+00:00,SaaS,EMAIL-API,9567,seconds,956.7,us-east-1,NULL
U7595,Acct-013,2026/03/21 20:00,Storage,ebs-vol,4000,hrs,400.0,us-east-1,T-183
U7596,acct-009,2026/03/23 22:00,SaaS,Auth-Service,12627,seconds,"""₹ 1,262.7""",global,T-851
U7597,acct-009,2026-03-15 04:00:00+00:00,SaaS,Email-API,15185,GB,"""₹ 1,518.5""",us-east 1,T-121
U7598, acct-011 ,2026-03-21 02:00:00+00:00,Database,NoSQL-Tbl,2891,GB,289.1,us-east-1,NULL
U7598,ACCT-011,2026-03-21 02:00:00+00:00,Database,NOSQL-TBL,2891,seconds,289.1,us-east-1,NULL
U7599,Acct-013,2026/03/15 06:00,Networking,LoadBalancer,7081,min,708.1,eu-west-1,T-141
U7600,Acct-013,2026/03/30 16:00,Compute,GPU-inst,8363,seconds,836.3,us-east-1,NULL
U7601,Acct-013,2026-03-22 23:00:00+00:00,Networking,DataTransfer,"""11,746""",sec,1174.6,eu-west-1,NULL
U7602,Acct-013,2026-03-18 21:00:00+00:00,SaaS,Auth-Service,10545,seconds,"""₹ 1,054.5""",ap-south-1,NULL
U7603,acct-009,2026/03/22 02:00,Database,Aurora-DB,1463,GB,146.3,eu-west-1,T-723
U7603,ACCT-009,2026/03/22 02:00,Database,AURORA-DB,1463,seconds,146.3,eu-west-1,T-723
U7604,acct-009,2026-03-14 03:00:00+00:00,Networking,VPN-Gateway,19934,units,1993.4,ap-south 1,NULL
U7605,ACCT-012,2026-03-16 11:00:00+00:00,Compute,VM-STD-4,5572,sec,"""₹ 557.2""",global,T-522
U7606,ACCT-012,2026/03/23 19:00,Networking,LoadBalancer,"""16,092""",GB,"""₹ 1,609.2""",global,NULL
U7607,ACCT-012,2026/03/15 13:00,Compute,VM-std_4,15037,sec,1503.7,ap-south-1,NULL
U7608, acct-011 ,2026/03/17 02:00,Storage,Cold-Archive,9539,sec,953.9,eu-west-1,T-254
U7609,Acct-013,2026/03/15 06:00,SaaS,Monitoring-App,10181,units,1018.1,global,T-942
U7610,ACCT-012,2026-03-24 01:00:00+00:00,Compute,VM-STD-4,11529,units,"""₹ 1,152.9""",ap-south 1,T-318
U7611,ACCT-010,2026/03/30 19:00,Storage,ebs-vol,19753,seconds,1975.3,ap-south-1,NULL
U7611,ACCT-010,2026/03/30 19:00,Storage,EBS-VOL,19753,seconds,1975.3,ap-south-1,NULL
U7612, acct-011 ,2026/03/11 07:00,Networking,LoadBalancer,15080,hrs,"""₹ 1,508.0""",us-east 1,T-721
U7613,ACCT-010,2026-03-30 08:00:00+00:00,Networking,LoadBalancer,12104,seconds,1210.4,global,T-248
U7614,ACCT-012,2026/03/15 15:00,Storage,s3-standard,4257,hrs,425.7,ap-south 1,T-770
U7615,ACCT-010,2026/03/11 07:00,Database,Aurora-DB,3234,seconds,"""₹ 323.4""",ap-south 1,NULL
U7616,acct-009,2026/03/19 18:00,SaaS,Monitoring-App,"""6,262""",seconds,626.2,eu-west-1,NULL
U7617,ACCT-012,2026/03/16 10:00,Compute,VM-std_4,"""11,172""",GB,1117.2,global,NULL
U7618, acct-011 ,2026/03/24 17:00,Networking,DataTransfer,7859,units,785.9,us-east-1,NULL
U7618,ACCT-011,2026/03/24 17:00,Networking,DATATRANSFER,7859,seconds,785.9,us-east-1,NULL
U7619, acct-011 ,2026/03/23 19:00,Database,Aurora-DB,18184,sec,1818.4,global,NULL
U7620,acct-009,2026/03/17 12:00,Compute,VM-std_4,6617,hrs,661.7,us-east-1,NULL
U7621,acct-009,2026-03-27 20:00:00+00:00,Compute,VM-STD-4,2860,GB,286.0,ap-south-1,T-170
U7622,acct-009,2026-03-27 16:00:00+00:00,Storage,ebs-vol,1461,GB,146.1,us-east 1,NULL
U7623, acct-011 ,2026/03/11 09:00,Storage,S3-Standard,4693,hrs,469.3,us-east-1,T-806
U7624,ACCT-012,2026/03/13 20:00,Networking,DataTransfer,5878,GB,587.8,eu-west-1,T-384
U7624,ACCT-012,2026/03/13 20:00,Networking,DATATRANSFER,5878,seconds,587.8,eu-west-1,T-384
U7625,acct-009,2026/03/18 10:00,Database,AURORA-DB,"""12,221""",units,1222.1,us-east-1,T-188
U7626,acct-009,2026/03/30 01:00,SaaS,Auth-Service,17378,GB,1737.8,us-east-1,T-940
U7627,ACCT-010,2026/03/10 05:00,Compute,GPU-inst,9338,seconds,933.8,global,T-823
U7628,acct-009,2026/03/18 10:00,SaaS,Auth-Service,6675,GB,"""₹ 667.5""",ap-south-1,T-302
U7629,ACCT-010,2026/03/13 18:00,Networking,DataTransfer,892,seconds,"""₹ 89.2""",ap-south-1,NULL
U7629,ACCT-010,2026/03/13 18:00,Networking,DATATRANSFER,892,seconds,89.2,ap-south-1,NULL
U7630, acct-011 ,2026-03-30 06:00:00+00:00,Networking,LoadBalancer,"""10,535""",sec,"""₹ 1,053.5""",us-east 1,NULL
U7631,acct-009,2026/03/27 04:00,Database,RDS-MultiAZ,18964,GB,1896.4,us-east-1,T-284
U7632,Acct-013,2026/03/24 14:00,Storage,ebs-vol,"""5,790""",sec,"""₹ 579.0""",global,NULL
U7633,acct-009,2026-03-23 06:00:00+00:00,Database,Aurora-DB,9143,seconds,914.3,global,NULL
U7634,ACCT-012,2026/03/19 22:00,Database,NoSQL-Tbl,3803,sec,"""₹ 380.3""",global,T-553
U7635,acct-009,2026/03/27 22:00,Compute,VM-std_4,7371,hrs,737.1,us-east-1,NULL
U7636,Acct-013,2026/03/23 19:00,SaaS,Email-API,"""1,428""",sec,142.8,ap-south-1,NULL
U7637, acct-011 ,2026/03/17 13:00,Storage,S3-Standard,6165,sec,616.5,ap-south 1,NULL
U7638,acct-009,2026/03/15 10:00,Networking,LoadBalancer,"""15,058""",GB,"""₹ 1,505.8""",ap-south-1,T-758
U7639,Acct-013,2026/03/29 07:00,Storage,S3-Standard,14379,seconds,1437.9,ap-south 1,NULL
U7640,Acct-013,2026/03/22 15:00,Database,Aurora-DB,17524,sec,1752.4,us-east-1,NULL
U7641,Acct-013,2026/03/11 01:00,SaaS,Email-API,"""7,594""",sec,"""₹ 759.4""",ap-south 1,NULL
U7642,acct-009,2026-03-13 13:00:00+00:00,Networking,LoadBalancer,4471,hrs,"""₹ 447.1""",eu-west-1,T-930
U7642,ACCT-009,2026-03-13 13:00:00+00:00,Networking,LOADBALANCER,4471,seconds,447.1,eu-west-1,T-930
U7643,acct-009,2026-03-19 15:00:00+00:00,SaaS,Monitoring-App,10385,min,"""₹ 1,038.5""",us-east 1,T-610
U7644,ACCT-012,2026/03/10 01:00,Networking,VPN-Gateway,"""4,047""",units,"""₹ 404.7""",ap-south-1,T-284
U7645,Acct-013,2026-03-19 05:00:00+00:00,Networking,LoadBalancer,7516,units,"""₹ 751.6""",us-east-1,T-229
U7646,Acct-013,2026/03/28 09:00,Networking,VPN-Gateway,17198,units,1719.8,ap-south-1,NULL
U7647,ACCT-012,2026/03/11 18:00,Networking,LoadBalancer,2156,min,215.6,ap-south 1,T-751
U7648,ACCT-012,2026/03/21 25:05,Database,AURORA-DB,"""18,428""",seconds,"""₹ 1,842.8""",ap-south 1,NULL
U7649,Acct-013,2026/03/20 11:00,Compute,VM-std_4,4033,seconds,"""₹ 403.3""",us-east 1,NULL
U7650,acct-009,2026/03/15 15:00,Storage,S3-Standard,17875,min,1787.5,ap-south 1,T-739
U7651,Acct-013,2026/03/27 18:00,SaaS,Monitoring-App,"""3,136""",seconds,"""₹ 313.6""",ap-south-1,NULL
U7652, acct-011 ,2026/03/14 25:05,Compute,VM-STD-4,7385,hrs,738.5,global,T-521
U7653,ACCT-010,2026/03/20 07:00,Database,RDS-MultiAZ,6406,seconds,"""₹ 640.6""",us-east 1,T-441
U7654,ACCT-010,2026/03/21 21:00,Compute,VM-STD-4,14236,units,1423.6,us-east 1,NULL
U7654,ACCT-010,2026/03/21 21:00,Compute,VM-STD-4,14236,seconds,1423.6,us-east-1,NULL
U7655,ACCT-010,2026/03/29 15:00,Compute,VM-STD-4,5189,hrs,518.9,us-east-1,T-507
U7656,acct-009,2026/03/29 07:00,Compute,VM-std_4,"""6,128""",min,"""₹ 612.8""",global,T-372
U7657,ACCT-012,2026/03/19 03:00,Database,RDS-MultiAZ,15029,units,1502.9,us-east 1,NULL
U7658, acct-011 ,2026/03/29 05:00,Compute,VM-std_4,19757,GB,"""₹ 1,975.7""",ap-south-1,NULL
U7659, acct-011 ,2026/03/13 13:00,SaaS,Monitoring-App,9628,seconds,"""₹ 962.8""",us-east-1,NULL
U7660,ACCT-012,2026/03/12 06:00,SaaS,Auth-Service,18288,hrs,"""₹ 1,828.8""",ap-south-1,T-573
U7661,ACCT-012,2026-03-20 01:00:00+00:00,Compute,VM-std_4,9440,seconds,944.0,global,T-888
U7662, acct-011 ,2026-03-24 03:00:00+00:00,SaaS,Email-API,19036,GB,1903.6,eu-west-1,NULL
U7663,Acct-013,2026-03-28 03:00:00+00:00,Database,AURORA-DB,"""3,520""",sec,352.0,global,T-415
U7664,ACCT-010,2026-03-15 18:00:00+00:00,SaaS,Auth-Service,9872,seconds,987.2,ap-south 1,NULL
U7665, acct-011 ,2026-03-28 04:00:00+00:00,Storage,s3-standard,4515,seconds,451.5,global,NULL
U7666,ACCT-012,2026/03/20 22:00,Networking,DataTransfer,11170,sec,1117.0,global,NULL
U7667,ACCT-010,2026/03/19 04:00,SaaS,Monitoring-App,7365,min,736.5,us-east-1,NULL
U7667,ACCT-010,2026/03/19 04:00,SaaS,MONITORING-APP,7365,seconds,736.5,us-east-1,NULL
U7668,acct-009,2026/03/10 11:00,Networking,DataTransfer,17554,hrs,"""₹ 1,755.4""",ap-south-1,NULL
U7669, acct-011 ,2026-03-23 05:00:00+00:00,Compute,GPU-inst,17480,sec,1748.0,us-east 1,T-868
U7670,acct-009,2026/03/19 25:05,SaaS,Email-API,"""15,720""",min,1572.0,eu-west-1,T-604
U7671,ACCT-012,2026-03-14 03:00:00+00:00,SaaS,Auth-Service,"""12,852""",sec,"""₹ 1,285.2""",global,NULL
U7672, acct-011 ,2026/03/21 07:00,Networking,VPN-Gateway,13936,units,"""₹ 1,393.6""",us-east-1,T-218
U7673,acct-009,2026/03/29 16:00,SaaS,Monitoring-App,12838,seconds,1283.8,us-east 1,NULL
U7674,ACCT-010,2026-03-13 11:00:00+00:00,SaaS,Monitoring-App,12754,units,"""₹ 1,275.4""",us-east 1,NULL
U7675,ACCT-012,2026/03/12 06:00,Database,AURORA-DB,15145,hrs,"""₹ 1,514.5""",ap-south 1,T-417
U7676, acct-011 ,2026/03/15 02:00,Database,Aurora-DB,15402,sec,"""₹ 1,540.2""",global,NULL
U7677,ACCT-010,2026/03/22 21:00,Networking,LoadBalancer,16416,units,1641.6,ap-south-1,NULL
U7678,ACCT-012,2026/03/22 07:00,Database,RDS-MultiAZ,4164,hrs,416.4,global,NULL
U7679,ACCT-010,2026/03/18 17:00,Storage,ebs-vol,"""16,902""",min,1690.2,us-east-1,NULL
U7680,acct-009,2026-03-25 01:00:00+00:00,Networking,DataTransfer,"""5,380""",hrs,538.0,ap-south-1,NULL
U7681, acct-011 ,2026/03/21 03:00,Storage,ebs-vol,"""12,156""",seconds,1215.6,global,NULL
U7682,Acct-013,2026/03/13 25:05,Compute,compute-v2,"""5,146""",GB,514.6,ap-south-1,T-381
U7683, acct-011 ,2026-03-21 21:00:00+00:00,SaaS,Email-API,"""5,288""",seconds,528.8,ap-south 1,NULL
U7684,Acct-013,2026/03/12 17:00,SaaS,Auth-Service,2928,GB,"""₹ 292.8""",eu-west-1,T-291
U7685, acct-011 ,2026/03/12 22:00,SaaS,Monitoring-App,6913,min,691.3,us-east-1,T-868
U7686, acct-011 ,2026/03/28 07:00,Storage,s3-standard,4715,GB,471.5,us-east-1,NULL
U7687, acct-011 ,2026-03-14 16:00:00+00:00,SaaS,Auth-Service,2003,sec,200.3,eu-west-1,NULL
U7688,ACCT-010,2026-03-18 19:00:00+00:00,Storage,s3-standard,6895,GB,689.5,ap-south 1,NULL
U7689,acct-009,2026-03-18 06:00:00+00:00,Compute,VM-STD-4,11779,GB,1177.9,global,NULL
U7689,ACCT-009,2026-03-18 06:00:00+00:00,Compute,VM-STD-4,11779,seconds,1177.9,global,NULL
U7690,acct-009,2026/03/14 25:05,Database,Aurora-DB,19156,sec,"""₹ 1,915.6""",us-east 1,NULL
U7691,ACCT-010,2026/03/28 11:00,SaaS,Email-API,6357,GB,"""₹ 635.7""",us-east-1,T-544
U7692,acct-009,2026/03/24 15:00,Compute,compute-v2,"""18,037""",seconds,1803.7,eu-west-1,NULL
U7693,acct-009,2026/03/18 18:00,Compute,VM-STD-4,12309,seconds,1230.9,ap-south-1,NULL
U7694, acct-011 ,2026/03/28 25:05,Storage,ebs-vol,9155,units,915.5,us-east-1,NULL
U7695, acct-011 ,2026/03/28 14:00,Networking,VPN-Gateway,18283,min,1828.3,global,NULL
U7695,ACCT-011,2026/03/28 14:00,Networking,VPN-GATEWAY,18283,seconds,1828.3,global,NULL
U7696,ACCT-010,2026-03-12 22:00:00+00:00,Compute,VM-STD-4,8621,sec,862.1,us-east-1,NULL
U7697,Acct-013,2026/03/19 21:00,Compute,VM-STD-4,14873,GB,1487.3,us-east 1,NULL
U7698,ACCT-010,2026/03/19 25:05,Database,AURORA-DB,"""3,106""",min,"""₹ 310.6""",ap-south 1,NULL
U7698,ACCT-010,2026/03/19 25:05,Database,AURORA-DB,3106,seconds,310.6,ap-south-1,NULL
U7699,ACCT-010,2026/03/25 22:00,Database,NoSQL-Tbl,5277,sec,"""₹ 527.7""",us-east 1,NULL
U7700,ACCT-012,2026/03/24 18:00,Networking,DataTransfer,"""6,725""",sec,672.5,us-east 1,NULL
U7701,Acct-013,2026/03/14 02:00,Compute,VM-std_4,6247,sec,624.7,ap-south-1,NULL
U7701,ACCT-013,2026/03/14 02:00,Compute,VM-STD_4,6247,seconds,624.7,ap-south-1,NULL
U7702,ACCT-012,2026/03/26 22:00,Networking,VPN-Gateway,7113,GB,711.3,global,NULL
U7703,ACCT-010,2026/03/30 25:05,Networking,VPN-Gateway,14264,min,1426.4,global,NULL
U7704,Acct-013,2026-03-16 06:00:00+00:00,Compute,compute-v2,1479,sec,147.9,ap-south-1,NULL
U7705, acct-011 ,2026-03-16 07:00:00+00:00,SaaS,Monitoring-App,11774,sec,1177.4,global,NULL
U7706,Acct-013,2026/03/20 00:00,SaaS,Auth-Service,6289,units,628.9,us-east 1,NULL
U7707, acct-011 ,2026-03-24 05:00:00+00:00,Storage,S3-Standard,1384,seconds,138.4,global,NULL
U7708,ACCT-012,2026/03/19 21:00,Compute,compute-v2,6385,min,"""₹ 638.5""",global,T-775
U7709,Acct-013,2026/03/14 18:00,Storage,s3-standard,13855,sec,1385.5,global,T-265
U7710, acct-011 ,2026/03/28 03:00,SaaS,Auth-Service,"""1,302""",sec,130.2,global,NULL
U7711,ACCT-012,2026-03-20 23:00:00+00:00,SaaS,Auth-Service,10983,seconds,1098.3,us-east 1,NULL
U7712, acct-011 ,2026/03/17 19:00,Storage,ebs-vol,4991,seconds,499.1,ap-south-1,T-145
U7713,ACCT-012,2026-03-23 05:00:00+00:00,SaaS,Email-API,1002,seconds,100.2,ap-south-1,NULL
U7714, acct-011 ,2026/03/12 23:00,Database,AURORA-DB,9836,min,"""₹ 983.6""",global,NULL
U7715,ACCT-010,2026/03/22 25:05,Database,RDS-MultiAZ,16925,GB,"""₹ 1,692.5""",global,NULL
U7716,ACCT-012,2026/03/30 00:00,SaaS,Email-API,"""9,685""",GB,968.5,ap-south-1,NULL
U7717,acct-009,2026-03-19 14:00:00+00:00,Database,AURORA-DB,4266,hrs,"""₹ 426.6""",us-east-1,NULL
U7718,ACCT-010,2026/03/10 08:00,Storage,ebs-vol,2929,min,292.9,ap-south-1,T-721
U7719,acct-009,2026/03/30 06:00,Networking,LoadBalancer,8358,sec,"""₹ 835.8""",us-east-1,NULL
U7719,ACCT-009,2026/03/30 06:00,Networking,LOADBALANCER,8358,seconds,835.8,us-east-1,NULL
U7720,acct-009,2026/03/16 09:00,Compute,VM-std_4,14929,seconds,"""₹ 1,492.9""",us-east 1,NULL
U7721,ACCT-010,2026-03-28 23:00:00+00:00,Storage,S3-Standard,9517,seconds,951.7,eu-west-1,T-545
U7722,ACCT-012,2026-03-19 21:00:00+00:00,SaaS,Monitoring-App,5125,GB,512.5,ap-south 1,T-190
U7723,acct-009,2026/03/16 22:00,Networking,DataTransfer,3041,min,"""₹ 304.1""",us-east-1,NULL
U7724, acct-011 ,2026/03/16 10:00,Networking,DataTransfer,15460,units,1546.0,eu-west-1,NULL
U7725,ACCT-012,2026-03-13 18:00:00+00:00,SaaS,Auth-Service,10659,hrs,"""₹ 1,065.9""",eu-west-1,T-720
U7726, acct-011 ,2026-03-28 14:00:00+00:00,Networking,LoadBalancer,8628,hrs,"""₹ 862.8""",eu-west-1,NULL
U7727,ACCT-012,2026-03-18 01:00:00+00:00,Database,Aurora-DB,"""15,244""",GB,1524.4,global,NULL
U7728,acct-009,2026-03-29 20:00:00+00:00,Storage,Cold-Archive,12340,GB,1234.0,global,T-538
U7729,ACCT-012,2026-03-23 08:00:00+00:00,Storage,s3-standard,2420,hrs,"""₹ 242.0""",eu-west-1,NULL
U7730,ACCT-012,2026-03-18 04:00:00+00:00,Storage,Cold-Archive,"""14,065""",seconds,1406.5,us-east-1,NULL
U7731, acct-011 ,2026/03/27 25:05,Storage,ebs-vol,19166,sec,1916.6,ap-south-1,T-471
U7732,ACCT-010,2026-03-26 12:00:00+00:00,Networking,LoadBalancer,1813,sec,181.3,ap-south-1,T-269
U7733,acct-009,2026-03-17 08:00:00+00:00,Storage,Cold-Archive,14516,hrs,1451.6,global,T-537
U7734,ACCT-010,2026/03/12 21:00,Compute,compute-v2,12417,sec,1241.7,us-east 1,NULL
U7735,acct-009,2026/03/28 23:00,Networking,LoadBalancer,4829,GB,482.9,ap-south-1,NULL
U7736,ACCT-010,2026/03/25 07:00,SaaS,Monitoring-App,"""131""",GB,13.1,ap-south 1,T-806
U7737,Acct-013,2026/03/19 06:00,Database,NoSQL-Tbl,17107,seconds,1710.7,us-east 1,NULL
U7738,Acct-013,2026/03/15 25:05,SaaS,Auth-Service,"""15,753""",min,1575.3,global,NULL
U7739,Acct-013,2026/03/30 02:00,Networking,DataTransfer,6124,min,"""₹ 612.4""",global,NULL
U7740,ACCT-012,2026/03/19 25:05,Database,Aurora-DB,953,units,95.3,global,NULL
U7741, acct-011 ,2026-03-10 07:00:00+00:00,Database,Aurora-DB,"""18,896""",GB,1889.6,ap-south-1,NULL
U7742,ACCT-010,2026/03/25 10:00,Networking,DataTransfer,157,sec,"""₹ 15.7""",global,NULL
U7743, acct-011 ,2026/03/17 10:00,Database,RDS-MultiAZ,11465,seconds,"""₹ 1,146.5""",us-east-1,T-749
U7744,ACCT-010,2026/03/13 05:00,Storage,s3-standard,10169,sec,"""₹ 1,016.9""",us-east-1,NULL
U7745,acct-009,2026/03/25 17:00,Compute,VM-std_4,3906,hrs,390.6,us-east 1,NULL
U7745,ACCT-009,2026/03/25 17:00,Compute,VM-STD_4,3906,seconds,390.6,us-east-1,NULL
U7746, acct-011 ,2026/03/23 14:00,Storage,Cold-Archive,14540,units,1454.0,us-east 1,NULL
U7747,ACCT-010,2026-03-29 15:00:00+00:00,Compute,GPU-inst,1775,min,177.5,global,NULL
U7748,ACCT-012,2026/03/21 04:00,Storage,ebs-vol,10356,seconds,1035.6,global,NULL
U7749, acct-011 ,2026-03-30 19:00:00+00:00,Storage,S3-Standard,18507,units,1850.7,ap-south-1,NULL
U7750, acct-011 ,2026/03/30 04:00,Database,Aurora-DB,5690,min,569.0,us-east 1,NULL
U7751,ACCT-010,2026-03-20 19:00:00+00:00,Compute,GPU-inst,"""10,159""",sec,1015.9,ap-south 1,NULL
U7752,ACCT-012,2026/03/30 16:00,Networking,LoadBalancer,1511,seconds,151.1,ap-south-1,NULL
U7752,ACCT-012,2026/03/30 16:00,Networking,LOADBALANCER,1511,seconds,151.1,ap-south-1,NULL
U7753,Acct-013,2026/03/26 14:00,Storage,S3-Standard,10334,GB,1033.4,eu-west-1,NULL
U7754,acct-009,2026/03/14 15:00,SaaS,Monitoring-App,11134,GB,1113.4,global,NULL
U7755, acct-011 ,2026-03-23 01:00:00+00:00,Database,RDS-MultiAZ,7214,sec,721.4,us-east 1,T-227
U7756, acct-011 ,2026/03/22 00:00,Storage,Cold-Archive,10890,GB,"""₹ 1,089.0""",us-east 1,T-842
U7757,ACCT-010,2026/03/29 11:00,Database,AURORA-DB,4596,seconds,459.6,global,NULL
U7758,ACCT-010,2026-03-13 18:00:00+00:00,Compute,GPU-inst,"""5,613""",units,"""₹ 561.3""",ap-south 1,NULL
U7759, acct-011 ,2026/03/22 13:00,Storage,s3-standard,2073,seconds,"""₹ 207.3""",global,NULL
U7760,ACCT-010,2026/03/10 25:05,Compute,GPU-inst,1833,units,"""₹ 183.3""",ap-south 1,NULL
U7761,acct-009,2026-03-16 04:00:00+00:00,SaaS,Email-API,2663,hrs,266.3,ap-south-1,NULL
U7762,Acct-013,2026/03/16 13:00,Database,NoSQL-Tbl,"""5,424""",seconds,542.4,global,NULL
U7763,acct-009,2026-03-23 04:00:00+00:00,SaaS,Monitoring-App,11158,seconds,"""₹ 1,115.8""",us-east-1,NULL
U7764, acct-011 ,2026/03/17 07:00,Compute,VM-STD-4,"""6,781""",hrs,"""₹ 678.1""",eu-west-1,T-589
U7765,ACCT-010,2026-03-13 01:00:00+00:00,Compute,VM-std_4,18614,min,1861.4,ap-south 1,NULL
U7766,ACCT-012,2026/03/13 00:00,Networking,LoadBalancer,14399,sec,"""₹ 1,439.9""",global,NULL
U7767,ACCT-010,2026/03/29 13:00,Database,NoSQL-Tbl,"""10,508""",GB,1050.8,eu-west-1,NULL
U7768,Acct-013,2026/03/27 16:00,Networking,LoadBalancer,16894,sec,1689.4,us-east-1,T-776
U7769,acct-009,2026/03/27 11:00,Networking,LoadBalancer,"""12,904""",GB,1290.4,us-east-1,NULL
U7770,ACCT-010,2026/03/28 21:00,SaaS,Monitoring-App,19769,min,"""₹ 1,976.9""",ap-south 1,NULL
U7771,ACCT-012,2026/03/17 04:00,Database,NoSQL-Tbl,"""6,591""",min,659.1,us-east 1,NULL
U7772,ACCT-012,2026/03/29 12:00,SaaS,Email-API,17505,min,1750.5,eu-west-1,NULL
