USAGE_ID,ACCOUNT,DEPARTMENT,TS_SYNCHRONIZED,SERVICE,SKU,USAGE_SECONDS,COST_USD,REGION_CLEAN,SLA_STATUS,TICKET_ID
U7588,ACCT-013,UNASSIGNED,2026-03-21 17:00:00+00:00,Database,AURORA-DB,65124000.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7589,ACCT-010,Engineering,2026-03-28 23:55:00+00:00,Compute,VM-STD-4,35640000.0,990.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7590,ACCT-010,Engineering,2026-03-29 00:00:00+00:00,Compute,COMPUTE-V2,35416800.0,983.8,global,NORMAL_OPERATIONS,T-XXX
U7591,ACCT-010,Engineering,2026-03-23 18:00:00+00:00,Database,NOSQL-TBL,19167.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7592,ACCT-012,Product,2026-03-23 18:00:00+00:00,Saas,MONITORING-APP,331860.0,,global,NORMAL_OPERATIONS,INTERNAL
U7593,ACCT-009,Data Science,2026-03-18 17:00:00+00:00,Storage,EBS-VOL,8588.0,858.8,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7594,ACCT-011,Marketing,2026-03-18 17:00:00+00:00,Saas,EMAIL-API,9567.0,956.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7595,ACCT-013,UNASSIGNED,2026-03-21 20:00:00+00:00,Storage,EBS-VOL,14400000.0,400.0,us-east-1,NORMAL_OPERATIONS,T-XXX
U7596,ACCT-009,Data Science,2026-03-23 22:00:00+00:00,Saas,AUTH-SERVICE,12627.0,,global,NORMAL_OPERATIONS,T-XXX
U7597,ACCT-009,Data Science,2026-03-23 22:00:00+00:00,Saas,EMAIL-API,15185.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7598,ACCT-011,Marketing,2026-03-23 22:00:00+00:00,Database,NOSQL-TBL,2891.0,289.1,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7599,ACCT-013,UNASSIGNED,2026-03-15 06:00:00+00:00,Networking,LOADBALANCER,424860.0,708.1,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7600,ACCT-013,UNASSIGNED,2026-03-30 16:00:00+00:00,Compute,GPU-INST,8363.0,836.3,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7601,ACCT-013,UNASSIGNED,2026-03-30 16:00:00+00:00,Networking,DATATRANSFER,11746.0,1174.6,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7602,ACCT-013,UNASSIGNED,2026-03-30 15:55:00+00:00,Saas,AUTH-SERVICE,10545.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7603,ACCT-009,Data Science,2026-03-22 02:00:00+00:00,Database,AURORA-DB,1463.0,146.3,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7604,ACCT-009,Data Science,2026-03-22 02:00:00+00:00,Networking,VPN-GATEWAY,19934.0,1993.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7605,ACCT-012,Product,2026-03-22 02:00:00+00:00,Compute,VM-STD-4,5572.0,,global,NORMAL_OPERATIONS,T-XXX
U7606,ACCT-012,Product,2026-03-23 19:00:00+00:00,Networking,LOADBALANCER,16092.0,,global,NORMAL_OPERATIONS,INTERNAL
U7607,ACCT-012,Product,2026-03-15 12:55:00+00:00,Compute,VM-STD-4,15037.0,1503.7,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7608,ACCT-011,Marketing,2026-03-17 02:00:00+00:00,Storage,COLD-ARCHIVE,9539.0,953.9,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7609,ACCT-013,UNASSIGNED,2026-03-15 06:00:00+00:00,Saas,MONITORING-APP,10181.0,1018.1,global,NORMAL_OPERATIONS,T-XXX
U7610,ACCT-012,Product,2026-03-15 06:00:00+00:00,Compute,VM-STD-4,11529.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7611,ACCT-010,Engineering,2026-03-30 18:55:00+00:00,Storage,EBS-VOL,19753.0,1975.3,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7612,ACCT-011,Marketing,2026-03-11 07:00:00+00:00,Networking,LOADBALANCER,54288000.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7613,ACCT-010,Engineering,2026-03-11 07:00:00+00:00,Networking,LOADBALANCER,12104.0,1210.4,global,NORMAL_OPERATIONS,T-XXX
U7614,ACCT-012,Product,2026-03-15 15:00:00+00:00,Storage,S3-STANDARD,15325200.0,425.7,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7615,ACCT-010,Engineering,2026-03-11 07:00:00+00:00,Database,AURORA-DB,3234.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7616,ACCT-009,Data Science,2026-03-19 18:00:00+00:00,Saas,MONITORING-APP,6262.0,626.2,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7617,ACCT-012,Product,2026-03-16 10:00:00+00:00,Compute,VM-STD-4,11172.0,1117.2,global,NORMAL_OPERATIONS,INTERNAL
U7618,ACCT-011,Marketing,2026-03-24 17:00:00+00:00,Networking,DATATRANSFER,7859.0,785.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7619,ACCT-011,Marketing,2026-03-23 19:00:00+00:00,Database,AURORA-DB,18184.0,1818.4,global,NORMAL_OPERATIONS,INTERNAL
U7620,ACCT-009,Data Science,2026-03-17 12:00:00+00:00,Compute,VM-STD-4,23821200.0,661.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7623,ACCT-011,Marketing,2026-03-11 09:00:00+00:00,Storage,S3-STANDARD,16894800.0,469.3,us-east-1,NORMAL_OPERATIONS,T-XXX
U7624,ACCT-012,Product,2026-03-13 20:00:00+00:00,Networking,DATATRANSFER,5878.0,587.8,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7625,ACCT-009,Data Science,2026-03-18 10:00:00+00:00,Database,AURORA-DB,12221.0,1222.1,us-east-1,NORMAL_OPERATIONS,T-XXX
U7626,ACCT-009,Data Science,2026-03-30 01:00:00+00:00,Saas,AUTH-SERVICE,17378.0,1737.8,us-east-1,NORMAL_OPERATIONS,T-XXX
U7627,ACCT-010,Engineering,2026-03-10 05:00:00+00:00,Compute,GPU-INST,9338.0,933.8,global,NORMAL_OPERATIONS,T-XXX
U7628,ACCT-009,Data Science,2026-03-18 09:55:00+00:00,Saas,AUTH-SERVICE,6675.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7629,ACCT-010,Engineering,2026-03-13 17:55:00+00:00,Networking,DATATRANSFER,892.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7630,ACCT-011,Marketing,2026-03-13 18:00:00+00:00,Networking,LOADBALANCER,10535.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7631,ACCT-009,Data Science,2026-03-27 04:00:00+00:00,Database,RDS-MULTIAZ,18964.0,1896.4,us-east-1,NORMAL_OPERATIONS,T-XXX
U7632,ACCT-013,UNASSIGNED,2026-03-24 14:00:00+00:00,Storage,EBS-VOL,5790.0,,global,NORMAL_OPERATIONS,INTERNAL
U7633,ACCT-009,Data Science,2026-03-24 14:00:00+00:00,Database,AURORA-DB,9143.0,914.3,global,NORMAL_OPERATIONS,INTERNAL
U7634,ACCT-012,Product,2026-03-19 22:00:00+00:00,Database,NOSQL-TBL,3803.0,,global,NORMAL_OPERATIONS,T-XXX
U7635,ACCT-009,Data Science,2026-03-27 22:00:00+00:00,Compute,VM-STD-4,26535600.0,737.1,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7636,ACCT-013,UNASSIGNED,2026-03-23 18:55:00+00:00,Saas,EMAIL-API,1428.0,142.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7637,ACCT-011,Marketing,2026-03-17 13:00:00+00:00,Storage,S3-STANDARD,6165.0,616.5,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7638,ACCT-009,Data Science,2026-03-15 09:55:00+00:00,Networking,LOADBALANCER,15058.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7639,ACCT-013,UNASSIGNED,2026-03-29 07:00:00+00:00,Storage,S3-STANDARD,14379.0,1437.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7640,ACCT-013,UNASSIGNED,2026-03-22 15:00:00+00:00,Database,AURORA-DB,17524.0,1752.4,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7641,ACCT-013,UNASSIGNED,2026-03-11 01:00:00+00:00,Saas,EMAIL-API,7594.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7642,ACCT-009,Data Science,2026-03-11 01:00:00+00:00,Networking,LOADBALANCER,16095600.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7643,ACCT-009,Data Science,2026-03-11 01:00:00+00:00,Saas,MONITORING-APP,623100.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7644,ACCT-012,Product,2026-03-10 00:55:00+00:00,Networking,VPN-GATEWAY,4047.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7645,ACCT-013,UNASSIGNED,2026-03-10 01:00:00+00:00,Networking,LOADBALANCER,7516.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7646,ACCT-013,UNASSIGNED,2026-03-28 08:55:00+00:00,Networking,VPN-GATEWAY,17198.0,1719.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7647,ACCT-012,Product,2026-03-11 18:00:00+00:00,Networking,LOADBALANCER,129360.0,215.6,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7648,ACCT-012,Product,2026-03-11 18:00:00+00:00,Database,AURORA-DB,18428.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7649,ACCT-013,UNASSIGNED,2026-03-20 11:00:00+00:00,Compute,VM-STD-4,4033.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7650,ACCT-009,Data Science,2026-03-15 15:00:00+00:00,Storage,S3-STANDARD,1072500.0,1787.5,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7651,ACCT-013,UNASSIGNED,2026-03-27 17:55:00+00:00,Saas,MONITORING-APP,3136.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7652,ACCT-011,Marketing,2026-03-27 18:00:00+00:00,Compute,VM-STD-4,26586000.0,738.5,global,NORMAL_OPERATIONS,T-XXX
U7653,ACCT-010,Engineering,2026-03-20 07:00:00+00:00,Database,RDS-MULTIAZ,6406.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7654,ACCT-010,Engineering,2026-03-21 21:00:00+00:00,Compute,VM-STD-4,14236.0,1423.6,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7655,ACCT-010,Engineering,2026-03-29 15:00:00+00:00,Compute,VM-STD-4,18680400.0,518.9,us-east-1,NORMAL_OPERATIONS,T-XXX
U7656,ACCT-009,Data Science,2026-03-29 07:00:00+00:00,Compute,VM-STD-4,367680.0,,global,NORMAL_OPERATIONS,T-XXX
U7657,ACCT-012,Product,2026-03-19 03:00:00+00:00,Database,RDS-MULTIAZ,15029.0,1502.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7658,ACCT-011,Marketing,2026-03-29 04:55:00+00:00,Compute,VM-STD-4,19757.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7660,ACCT-012,Product,2026-03-12 05:55:00+00:00,Saas,AUTH-SERVICE,65836800.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7661,ACCT-012,Product,2026-03-12 06:00:00+00:00,Compute,VM-STD-4,9440.0,944.0,global,NORMAL_OPERATIONS,T-XXX
U7662,ACCT-011,Marketing,2026-03-12 06:00:00+00:00,Saas,EMAIL-API,19036.0,1903.6,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7663,ACCT-013,UNASSIGNED,2026-03-12 06:00:00+00:00,Database,AURORA-DB,3520.0,352.0,global,NORMAL_OPERATIONS,T-XXX
U7664,ACCT-010,Engineering,2026-03-12 06:00:00+00:00,Saas,AUTH-SERVICE,9872.0,987.2,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7665,ACCT-011,Marketing,2026-03-12 06:00:00+00:00,Storage,S3-STANDARD,4515.0,451.5,global,NORMAL_OPERATIONS,INTERNAL
U7666,ACCT-012,Product,2026-03-20 22:00:00+00:00,Networking,DATATRANSFER,11170.0,1117.0,global,NORMAL_OPERATIONS,INTERNAL
U7667,ACCT-010,Engineering,2026-03-19 04:00:00+00:00,Saas,MONITORING-APP,441900.0,736.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7668,ACCT-009,Data Science,2026-03-10 10:55:00+00:00,Networking,DATATRANSFER,63194400.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7669,ACCT-011,Marketing,2026-03-10 11:00:00+00:00,Compute,GPU-INST,17480.0,1748.0,us-east-1,NORMAL_OPERATIONS,T-XXX
U7670,ACCT-009,Data Science,2026-03-10 11:00:00+00:00,Saas,EMAIL-API,943200.0,1572.0,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7671,ACCT-012,Product,2026-03-10 11:00:00+00:00,Saas,AUTH-SERVICE,12852.0,,global,NORMAL_OPERATIONS,INTERNAL
U7672,ACCT-011,Marketing,2026-03-21 07:00:00+00:00,Networking,VPN-GATEWAY,13936.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7673,ACCT-009,Data Science,2026-03-29 16:00:00+00:00,Saas,MONITORING-APP,12838.0,1283.8,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7674,ACCT-010,Engineering,2026-03-29 16:00:00+00:00,Saas,MONITORING-APP,12754.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7675,ACCT-012,Product,2026-03-12 06:00:00+00:00,Database,AURORA-DB,54522000.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7677,ACCT-010,Engineering,2026-03-22 20:55:00+00:00,Networking,LOADBALANCER,16416.0,1641.6,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7678,ACCT-012,Product,2026-03-22 07:00:00+00:00,Database,RDS-MULTIAZ,14990400.0,416.4,global,NORMAL_OPERATIONS,INTERNAL
U7679,ACCT-010,Engineering,2026-03-18 17:00:00+00:00,Storage,EBS-VOL,1014120.0,1690.2,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7680,ACCT-009,Data Science,2026-03-18 16:55:00+00:00,Networking,DATATRANSFER,19368000.0,538.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7681,ACCT-011,Marketing,2026-03-21 03:00:00+00:00,Storage,EBS-VOL,12156.0,1215.6,global,NORMAL_OPERATIONS,INTERNAL
U7682,ACCT-013,UNASSIGNED,2026-03-21 02:55:00+00:00,Compute,COMPUTE-V2,5146.0,514.6,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7683,ACCT-011,Marketing,2026-03-21 03:00:00+00:00,Saas,EMAIL-API,5288.0,528.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7684,ACCT-013,UNASSIGNED,2026-03-12 17:00:00+00:00,Saas,AUTH-SERVICE,2928.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7685,ACCT-011,Marketing,2026-03-12 22:00:00+00:00,Saas,MONITORING-APP,414780.0,691.3,us-east-1,NORMAL_OPERATIONS,T-XXX
U7686,ACCT-011,Marketing,2026-03-28 07:00:00+00:00,Storage,S3-STANDARD,4715.0,471.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7687,ACCT-011,Marketing,2026-03-28 07:00:00+00:00,Saas,AUTH-SERVICE,2003.0,200.3,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7688,ACCT-010,Engineering,2026-03-28 07:00:00+00:00,Storage,S3-STANDARD,6895.0,689.5,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7689,ACCT-009,Data Science,2026-03-28 07:00:00+00:00,Compute,VM-STD-4,11779.0,1177.9,global,NORMAL_OPERATIONS,INTERNAL
U7690,ACCT-009,Data Science,2026-03-28 07:00:00+00:00,Database,AURORA-DB,19156.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7691,ACCT-010,Engineering,2026-03-28 11:00:00+00:00,Saas,EMAIL-API,6357.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7692,ACCT-009,Data Science,2026-03-24 15:00:00+00:00,Compute,COMPUTE-V2,18037.0,1803.7,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7693,ACCT-009,Data Science,2026-03-18 17:55:00+00:00,Compute,VM-STD-4,12309.0,1230.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7694,ACCT-011,Marketing,2026-03-18 18:00:00+00:00,Storage,EBS-VOL,9155.0,915.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7695,ACCT-011,Marketing,2026-03-28 14:00:00+00:00,Networking,VPN-GATEWAY,1096980.0,1828.3,global,NORMAL_OPERATIONS,INTERNAL
U7696,ACCT-010,Engineering,2026-03-28 14:00:00+00:00,Compute,VM-STD-4,8621.0,862.1,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7697,ACCT-013,UNASSIGNED,2026-03-19 21:00:00+00:00,Compute,VM-STD-4,14873.0,1487.3,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7698,ACCT-010,Engineering,2026-03-19 21:00:00+00:00,Database,AURORA-DB,186360.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7699,ACCT-010,Engineering,2026-03-25 22:00:00+00:00,Database,NOSQL-TBL,5277.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7700,ACCT-012,Product,2026-03-24 18:00:00+00:00,Networking,DATATRANSFER,6725.0,672.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7701,ACCT-013,UNASSIGNED,2026-03-14 01:55:00+00:00,Compute,VM-STD-4,6247.0,624.7,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7702,ACCT-012,Product,2026-03-26 22:00:00+00:00,Networking,VPN-GATEWAY,7113.0,711.3,global,NORMAL_OPERATIONS,INTERNAL
U7703,ACCT-010,Engineering,2026-03-26 22:00:00+00:00,Networking,VPN-GATEWAY,855840.0,1426.4,global,NORMAL_OPERATIONS,INTERNAL
U7704,ACCT-013,UNASSIGNED,2026-03-26 21:55:00+00:00,Compute,COMPUTE-V2,1479.0,147.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7705,ACCT-011,Marketing,2026-03-26 22:00:00+00:00,Saas,MONITORING-APP,11774.0,1177.4,global,NORMAL_OPERATIONS,INTERNAL
U7706,ACCT-013,UNASSIGNED,2026-03-20 00:00:00+00:00,Saas,AUTH-SERVICE,6289.0,628.9,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7707,ACCT-011,Marketing,2026-03-20 00:00:00+00:00,Storage,S3-STANDARD,1384.0,138.4,global,NORMAL_OPERATIONS,INTERNAL
U7708,ACCT-012,Product,2026-03-19 21:00:00+00:00,Compute,COMPUTE-V2,383100.0,,global,NORMAL_OPERATIONS,T-XXX
U7709,ACCT-013,UNASSIGNED,2026-03-14 18:00:00+00:00,Storage,S3-STANDARD,13855.0,1385.5,global,NORMAL_OPERATIONS,T-XXX
U7710,ACCT-011,Marketing,2026-03-28 03:00:00+00:00,Saas,AUTH-SERVICE,1302.0,130.2,global,NORMAL_OPERATIONS,INTERNAL
U7711,ACCT-012,Product,2026-03-28 03:00:00+00:00,Saas,AUTH-SERVICE,10983.0,1098.3,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7712,ACCT-011,Marketing,2026-03-17 18:55:00+00:00,Storage,EBS-VOL,4991.0,499.1,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7713,ACCT-012,Product,2026-03-17 18:55:00+00:00,Saas,EMAIL-API,1002.0,100.2,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7714,ACCT-011,Marketing,2026-03-12 23:00:00+00:00,Database,AURORA-DB,590160.0,,global,NORMAL_OPERATIONS,INTERNAL
U7715,ACCT-010,Engineering,2026-03-12 23:00:00+00:00,Database,RDS-MULTIAZ,16925.0,,global,NORMAL_OPERATIONS,INTERNAL
U7716,ACCT-012,Product,2026-03-29 23:55:00+00:00,Saas,EMAIL-API,9685.0,968.5,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7717,ACCT-009,Data Science,2026-03-30 00:00:00+00:00,Database,AURORA-DB,15357600.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7718,ACCT-010,Engineering,2026-03-10 07:55:00+00:00,Storage,EBS-VOL,175740.0,292.9,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7719,ACCT-009,Data Science,2026-03-30 06:00:00+00:00,Networking,LOADBALANCER,8358.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7720,ACCT-009,Data Science,2026-03-16 09:00:00+00:00,Compute,VM-STD-4,14929.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7721,ACCT-010,Engineering,2026-03-16 09:00:00+00:00,Storage,S3-STANDARD,9517.0,951.7,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7722,ACCT-012,Product,2026-03-16 09:00:00+00:00,Saas,MONITORING-APP,5125.0,512.5,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7723,ACCT-009,Data Science,2026-03-16 22:00:00+00:00,Networking,DATATRANSFER,182460.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7724,ACCT-011,Marketing,2026-03-16 10:00:00+00:00,Networking,DATATRANSFER,15460.0,1546.0,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7725,ACCT-012,Product,2026-03-16 10:00:00+00:00,Saas,AUTH-SERVICE,38372400.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
U7726,ACCT-011,Marketing,2026-03-16 10:00:00+00:00,Networking,LOADBALANCER,31060800.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7727,ACCT-012,Product,2026-03-16 10:00:00+00:00,Database,AURORA-DB,15244.0,1524.4,global,NORMAL_OPERATIONS,INTERNAL
U7728,ACCT-009,Data Science,2026-03-16 10:00:00+00:00,Storage,COLD-ARCHIVE,12340.0,1234.0,global,NORMAL_OPERATIONS,T-XXX
U7729,ACCT-012,Product,2026-03-16 10:00:00+00:00,Storage,S3-STANDARD,8712000.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7730,ACCT-012,Product,2026-03-16 10:00:00+00:00,Storage,COLD-ARCHIVE,14065.0,1406.5,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7731,ACCT-011,Marketing,2026-03-16 09:55:00+00:00,Storage,EBS-VOL,19166.0,1916.6,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7732,ACCT-010,Engineering,2026-03-16 09:55:00+00:00,Networking,LOADBALANCER,1813.0,181.3,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7734,ACCT-010,Engineering,2026-03-12 21:00:00+00:00,Compute,COMPUTE-V2,12417.0,1241.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7735,ACCT-009,Data Science,2026-03-28 22:55:00+00:00,Networking,LOADBALANCER,4829.0,482.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7736,ACCT-010,Engineering,2026-03-25 07:00:00+00:00,Saas,MONITORING-APP,131.0,13.1,ap-south-1,NORMAL_OPERATIONS,T-XXX
U7737,ACCT-013,UNASSIGNED,2026-03-19 06:00:00+00:00,Database,NOSQL-TBL,17107.0,1710.7,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7738,ACCT-013,UNASSIGNED,2026-03-19 06:00:00+00:00,Saas,AUTH-SERVICE,945180.0,1575.3,global,NORMAL_OPERATIONS,INTERNAL
U7739,ACCT-013,UNASSIGNED,2026-03-30 02:00:00+00:00,Networking,DATATRANSFER,367440.0,,global,NORMAL_OPERATIONS,INTERNAL
U7740,ACCT-012,Product,2026-03-30 02:00:00+00:00,Database,AURORA-DB,953.0,95.3,global,NORMAL_OPERATIONS,INTERNAL
U7741,ACCT-011,Marketing,2026-03-30 01:55:00+00:00,Database,AURORA-DB,18896.0,1889.6,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7742,ACCT-010,Engineering,2026-03-25 10:00:00+00:00,Networking,DATATRANSFER,157.0,,global,NORMAL_OPERATIONS,INTERNAL
U7743,ACCT-011,Marketing,2026-03-17 10:00:00+00:00,Database,RDS-MULTIAZ,11465.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7744,ACCT-010,Engineering,2026-03-13 05:00:00+00:00,Storage,S3-STANDARD,10169.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7745,ACCT-009,Data Science,2026-03-25 17:00:00+00:00,Compute,VM-STD-4,14061600.0,390.6,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7746,ACCT-011,Marketing,2026-03-23 14:00:00+00:00,Storage,COLD-ARCHIVE,14540.0,1454.0,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7747,ACCT-010,Engineering,2026-03-23 14:00:00+00:00,Compute,GPU-INST,106500.0,177.5,global,NORMAL_OPERATIONS,INTERNAL
U7748,ACCT-012,Product,2026-03-21 04:00:00+00:00,Storage,EBS-VOL,10356.0,1035.6,global,NORMAL_OPERATIONS,INTERNAL
U7749,ACCT-011,Marketing,2026-03-21 03:55:00+00:00,Storage,S3-STANDARD,18507.0,1850.7,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7750,ACCT-011,Marketing,2026-03-30 04:00:00+00:00,Database,AURORA-DB,341400.0,569.0,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7751,ACCT-010,Engineering,2026-03-30 04:00:00+00:00,Compute,GPU-INST,10159.0,1015.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7752,ACCT-012,Product,2026-03-30 15:55:00+00:00,Networking,LOADBALANCER,1511.0,151.1,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7753,ACCT-013,UNASSIGNED,2026-03-26 14:00:00+00:00,Storage,S3-STANDARD,10334.0,1033.4,eu-west-1,NORMAL_OPERATIONS,INTERNAL
U7754,ACCT-009,Data Science,2026-03-14 15:00:00+00:00,Saas,MONITORING-APP,11134.0,1113.4,global,NORMAL_OPERATIONS,INTERNAL
U7755,ACCT-011,Marketing,2026-03-14 15:00:00+00:00,Database,RDS-MULTIAZ,7214.0,721.4,us-east-1,NORMAL_OPERATIONS,T-XXX
U7756,ACCT-011,Marketing,2026-03-22 00:00:00+00:00,Storage,COLD-ARCHIVE,10890.0,,us-east-1,NORMAL_OPERATIONS,T-XXX
U7757,ACCT-010,Engineering,2026-03-29 11:00:00+00:00,Database,AURORA-DB,4596.0,459.6,global,NORMAL_OPERATIONS,INTERNAL
U7758,ACCT-010,Engineering,2026-03-29 11:00:00+00:00,Compute,GPU-INST,5613.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7759,ACCT-011,Marketing,2026-03-22 13:00:00+00:00,Storage,S3-STANDARD,2073.0,,global,NORMAL_OPERATIONS,INTERNAL
U7760,ACCT-010,Engineering,2026-03-22 13:00:00+00:00,Compute,GPU-INST,1833.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7761,ACCT-009,Data Science,2026-03-22 12:55:00+00:00,Saas,EMAIL-API,9586800.0,266.3,ap-south-1,NORMAL_OPERATIONS,INTERNAL
U7762,ACCT-013,UNASSIGNED,2026-03-16 13:00:00+00:00,Database,NOSQL-TBL,5424.0,542.4,global,NORMAL_OPERATIONS,INTERNAL
U7763,ACCT-009,Data Science,2026-03-16 13:00:00+00:00,Saas,MONITORING-APP,11158.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL
U7764,ACCT-011,Marketing,2026-03-17 07:00:00+00:00,Compute,VM-STD-4,24411600.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX
